# px, py, pz, ox, oy, oz, ow
6.316466068522667010e-01,2.458727095908204707e-01,-8.037842457386980277e-02,9.100327947071453760e-01,-2.773532086059824486e-01,-1.658737840397500052e-01,2.596177921518530440e-01
5.864669892071160406e-01,2.854703747850608764e-01,-9.159184452422430844e-02,9.191214135124878837e-01,-1.988969373985481071e-01,3.333371907252304367e-01,6.739549536639495575e-02
2.951217482084411703e-01,6.420755076998009292e-01,-9.646480169175936092e-02,-6.830224321898445972e-01,-1.729944848991693818e-01,-4.694882814487780776e-01,5.321033911771405611e-01
7.351912528552584369e-01,2.927532188551015824e-01,9.307942405738872660e-02,-4.749767222548883505e-01,3.146278123391184067e-01,2.515286816398000780e-01,7.823936191785098027e-01
6.236827620542670925e-01,5.208525097525761316e-01,4.425550498298615881e-02,8.298874192807235151e-01,-1.293302648573162184e-01,4.813781589729045907e-01,2.506703452253067899e-01
3.115208156288624686e-01,5.010556296765229511e-01,-1.638908185901412629e-01,-7.086313747599373158e-01,6.091964109061335231e-01,2.114307237595370037e-01,2.863884716524826013e-01
4.901245284487959486e-01,3.700044933082309861e-01,-1.108352348565651568e-01,-7.863166071511921151e-01,-6.177623929703176531e-01,-7.663962013728408892e-03,4.133138791980502623e-03
6.820525864368083280e-01,1.832046397898512424e-01,-8.441885568921553284e-02,7.147785368361303515e-01,5.572677537466251829e-01,-4.419373220220976749e-03,4.225219083703610767e-01
6.088872700484818656e-01,5.643920917778363355e-01,1.374808014348107704e-02,-8.026242023782386159e-01,-8.829351508099148038e-02,3.947434695710235614e-02,5.885918967193224383e-01
3.461564324287487726e-01,5.659948206788563141e-01,-1.779364370063412637e-01,9.494856070859095665e-01,2.642323228177718142e-01,-1.682908066164321426e-01,1.834573311448522981e-02
6.303658267719247643e-01,1.986756204716122465e-01,-1.493229481883156518e-01,-2.967757739906322009e-02,-8.799295049841567851e-01,-4.718354457897330767e-01,4.705974664711160688e-02
4.991923261071049556e-01,3.678200362553784575e-01,-9.448288851011395206e-02,-8.969099266899546175e-01,2.333896830314772519e-01,3.744014993640971678e-01,3.008914311563621116e-02
3.081097034322450301e-01,5.564299077794326864e-01,1.257046305012145260e-02,-2.913815111958927839e-01,-9.311743885097794049e-01,-1.043148317544115994e-02,2.188658430989090797e-01
4.372581308152597712e-01,7.175824363387072191e-01,-1.715218859169414245e-01,-7.346206334425671169e-01,5.280280051834302935e-01,-1.128657328877608473e-01,4.108287684694893471e-01
2.884587179414196956e-01,5.207298095794383741e-01,-8.243424877352713287e-02,1.111204768611993438e-01,6.908882542439778174e-01,1.902682780791381811e-01,6.885663672636413990e-01
7.293738883329563549e-01,3.346617858115653044e-01,-7.577814067956183119e-02,-8.643252842538883263e-01,-3.189154412102280234e-01,3.033954197232830927e-03,3.888772807442592572e-01
4.443455427190281526e-01,4.185195655297558326e-01,-4.052783289667521299e-02,-1.040663187901970932e-01,8.993740148102763454e-01,-1.758599410438545230e-01,3.864839762701089976e-01
6.101571682634823190e-01,5.558406126436706840e-01,-1.826426176719340294e-02,-8.767068231928636379e-01,-1.485795891175029082e-01,-4.412520153405217749e-01,1.208549164191405900e-01
6.652667564683875101e-01,5.477737217193929808e-01,1.779345286442354790e-02,-7.867959416730132549e-01,-5.097615051628483496e-01,-3.066896553173452666e-01,1.644287363641455391e-01
3.159367267852244421e-01,5.263105358773205733e-01,2.047961344324156219e-02,-8.038629617712326203e-01,-5.483356216923537252e-01,-3.142958344925413094e-02,2.283518468500927989e-01
2.959725524905952865e-01,5.835675674447184935e-01,-2.610714129354337054e-02,8.374116448830531967e-01,2.239964781691922979e-01,-3.759304030507534256e-01,3.274807579754193121e-01
3.686458245759587360e-01,5.783738976681036537e-01,-1.478955875887990878e-01,-5.235657937782991489e-01,-7.024735471953207355e-01,-2.036718453907780668e-01,4.369525769133739690e-01
3.343817218329659946e-01,6.983076184610158554e-01,-3.500588901376474465e-02,6.061604981915282853e-01,-6.467333888280369925e-01,-4.145636168541136923e-01,2.060154891944706856e-01
5.486512901030227152e-01,6.118706093825223569e-01,-1.521043155065567865e-01,-8.737203845539992519e-01,-1.372741604765607415e-01,-1.784107994683733489e-01,4.312053815913279298e-01
6.804646874407404011e-01,4.039882256830904517e-01,-1.807209460424888392e-01,-9.381813722587267756e-01,2.571935823268648447e-01,-9.088509407702406728e-02,2.130893559782264801e-01
3.330487757580297137e-01,6.313564587081998969e-01,3.144015806955346992e-02,-3.568580959063643032e-01,9.006929229492098843e-01,-1.193386854896459071e-01,2.171700625797548800e-01
5.600929355664134857e-01,6.367987657857032691e-01,-1.777195946626663192e-01,7.331985899746839008e-01,5.251534510832934766e-01,3.547081082434064836e-01,2.466086746666183160e-01
6.851929493497298518e-01,2.341814965205547550e-01,-2.152169202182023233e-01,-7.753595951981254730e-01,-4.559194501054135151e-01,-4.361733486982145580e-01,2.660381617683833799e-02
3.186820975918913668e-01,5.442194519118419560e-01,-3.890927752690780117e-02,-8.746882432689206954e-01,-2.788184127057142248e-01,2.500069023036638471e-01,3.076967965772811064e-01
7.453181856466033484e-01,4.385580921668301713e-01,-4.282595068851393488e-03,-4.910370231878789515e-01,6.263832298741890403e-01,-3.663537461831151698e-01,4.819871614978584740e-01
4.449398434089098520e-01,5.198434499037680734e-01,7.810024104014198776e-03,-8.879954071949862360e-02,9.714576419142963992e-01,2.109754303818573706e-01,6.224194172335394126e-02
5.676136453391534831e-01,6.437409284771763440e-01,3.758833463401056729e-03,5.557091649087153584e-01,6.828906382609114534e-01,4.513115628981548277e-01,1.454839283442913300e-01
3.011559342742620160e-01,5.524972836329008485e-01,-8.981511769455614858e-02,-6.922156695432880869e-02,9.346910196378616087e-01,-7.358323165578826985e-02,3.408028469596656174e-01
7.099947372921416866e-01,3.165473368371939378e-01,-8.525896220747222753e-02,-3.281556975326188619e-01,8.542323560963703821e-01,-3.778296344474260660e-01,1.408747220343189166e-01
6.293160860360509368e-01,3.073931108808864998e-01,3.805200790005291989e-03,-3.641446317355372386e-01,7.946357264678678423e-01,-1.934171974761162149e-01,4.455811229389761707e-01
6.512690157553465697e-01,5.624601343546116183e-01,-8.553896579063097194e-02,-2.511067301826442888e-01,7.030703970997360663e-01,-4.751420680441981181e-01,4.657010220663919120e-01
4.660397454716921350e-01,7.037602684159107724e-01,-5.950118680273482757e-02,1.199054776035313741e-01,9.050122906386733890e-01,3.396556645843780142e-01,2.262950723046261159e-01
3.021287183766028228e-01,5.753194725293095946e-01,-2.007511833370919097e-01,-1.330926736984907599e-01,9.250248537214986744e-01,2.000209218904352437e-01,2.942906573634421208e-01
7.855054269468423334e-01,2.446508031160894159e-01,8.859748158882133073e-02,7.912931974576578043e-01,-3.058549202538549672e-01,4.417695767336930479e-01,2.918004189275221205e-01
4.522468063364876723e-01,6.512366977282567637e-01,-7.479542694689556015e-02,7.822456594300936095e-01,-1.737926653392833642e-01,4.911199557280288008e-01,3.415977559392691099e-01
6.240602492033935356e-01,3.855156994311010887e-01,5.371452648211980790e-02,-1.464783300451635295e-01,6.981673336629401483e-01,6.914840902732330985e-01,1.138254186557813297e-01
5.311638951922394991e-01,3.363877097159719276e-01,-1.234706140526568852e-02,-6.695933234453925742e-01,7.239734382927316414e-01,-6.225331394110737715e-02,1.537262721440442181e-01
7.140923842376527553e-01,3.395868214857028500e-01,-1.940239304084376282e-02,6.213165624186512970e-01,7.800533361888103423e-01,-7.404393919618429409e-02,1.186540205344440108e-04
5.967168320259459424e-01,4.970317821838894368e-01,-1.686803229108481961e-01,-5.325529978962151301e-01,6.616816802847532708e-01,-4.468033875429684443e-01,2.809473105182312413e-01
4.313544460482128251e-01,4.489498883030371701e-01,-2.129897434928381128e-01,-2.271994321795268307e-02,8.988487808280650748e-01,-2.740060091337771508e-01,3.412848961537180426e-01
3.062401581337441669e-01,5.176917898556765429e-01,-7.709528626436937260e-03,-9.697414321825111871e-01,-3.835758867449975268e-02,1.900005827079627452e-01,1.484251618504247305e-01
3.219154528294462803e-01,5.805739999084159608e-01,-3.523726912821140145e-02,1.533810094481948549e-01,9.789574077921814332e-01,1.015253954590964042e-01,8.836998215650040955e-02
5.505776456027522414e-01,4.500112191164252762e-01,-2.144170024268823860e-01,-2.694980646688363568e-01,7.923934665106183717e-01,5.399056837556239774e-01,8.936017020690813217e-02
6.002997339790288045e-01,3.320739050642920187e-01,1.302068167334663462e-04,-2.776699008943274705e-01,9.039773981563345995e-01,7.834090953417516268e-02,3.155740668261508008e-01
3.217874504286770687e-01,5.037002332448355935e-01,-1.740955188001710452e-01,-5.720924428941116524e-01,7.196005105543918923e-01,3.737807709321590566e-01,1.231798574226487947e-01
6.146081385552164544e-01,4.006630425341000112e-01,-1.217968594702594359e-01,-9.433009493596479222e-01,-1.164483405935169691e-01,-3.107996019806560928e-01,5.168202856171645945e-03
5.752291228638689580e-01,6.481636566185327020e-01,-1.103245334752256390e-01,-6.362061191151217043e-01,-5.952930927677595463e-01,-4.376016103519750344e-01,2.221997711988667190e-01
2.552593848911378083e-01,6.601818135677425259e-01,-1.180021224774781691e-01,-7.808892847818488248e-01,6.051124945132067001e-01,5.543001842048141808e-02,1.448389000054856601e-01
4.051452507961620375e-01,4.913547440459817839e-01,-5.020890536482496697e-02,-5.855959049251446835e-02,6.160722101470530454e-01,-2.896044766469635379e-01,7.301746731788995026e-01
4.124429428671951836e-01,6.172197833548368484e-01,-5.514822940305799670e-02,-9.171791119702349393e-01,-3.705205402247628288e-01,-7.650275969354684846e-02,1.250773104776180256e-01
3.087765290886300140e-01,6.756602310270684031e-01,-1.160343110621822604e-02,-5.733369716270768635e-01,1.745511052005560559e-01,7.168549275655191622e-01,3.562802849777006453e-01
2.958241915989162640e-01,6.719364731856710682e-01,-1.538232753377611617e-01,1.270192800976228942e-01,6.777916124604891346e-01,7.215519558327803118e-01,6.186604557881639904e-02
6.448650116421865697e-01,2.590133835567878795e-01,-1.310417689347948556e-01,8.160446803162552110e-01,-4.303765169413246161e-01,3.813723510614651646e-01,5.832892283287098578e-02
5.513237835951189103e-01,5.368730765088893797e-01,-8.307721606770714085e-02,7.633421748888201686e-01,4.421281664325021343e-01,4.574961310102442225e-01,1.119316693063168722e-01
6.855275587709507290e-01,1.592698572603625240e-01,-2.016814135145541254e-01,7.691557406786811990e-01,5.612110932488207915e-01,-2.562153001676564790e-01,1.667191511359492062e-01
3.677062309846448884e-01,5.018443987086695923e-01,6.274190097198881211e-02,8.558537391484052348e-01,4.628030625559471090e-01,1.528659211540156215e-01,1.730887420494577611e-01
7.702588673877075465e-01,2.227684633521851421e-01,-1.348774589684521505e-02,-3.973277475043915929e-01,5.078073423523686847e-01,2.965653829070176162e-01,7.044936747603377514e-01
5.710332539203611946e-01,6.540755389092307581e-01,-2.161330501094214096e-01,-5.380552987459940040e-01,-7.398568613112368464e-01,-1.118479326377454924e-01,3.880700455158918594e-01
6.911967423154669055e-01,4.381918177031582928e-01,-9.424452886489534387e-03,-1.757359574883003983e-01,9.540983307092183452e-01,-1.405731643131628572e-01,1.976168870783519826e-01
7.730772115458007798e-01,2.395942019998122952e-01,-1.536755612021475925e-03,-9.497253040689169756e-01,-3.597523313147296675e-02,-3.073425298767228919e-01,4.762561014080414490e-02
6.458662454942043496e-01,3.732083607542742709e-01,6.466891222090889735e-02,-6.606721727967653779e-01,6.932826405341585563e-01,-1.816650524778050113e-01,2.233142833188740406e-01
5.637193569046732300e-01,7.127614838970067757e-01,-1.356007927839465721e-01,-8.466151615618426884e-01,2.703011306273844228e-01,2.459072429812335925e-01,3.869233707655057586e-01
7.241085027605619340e-01,3.319089016640716649e-01,8.129474609732981194e-02,-9.491931026837368002e-01,9.769985643653099350e-02,-2.167039161010008153e-01,2.062197968585737784e-01
6.758456828991020737e-01,4.159232204891016860e-01,-1.808435708686431387e-01,6.570585110075096713e-01,-4.961280585872553939e-01,5.663149031881441475e-01,3.766288653352452276e-02
5.992915935957592311e-01,5.617755489638192046e-01,-1.275345595706230406e-01,-8.096445061466893689e-01,-2.058409211040284348e-01,-5.381622843757013497e-01,1.117436554845489122e-01
6.044077303016116565e-01,6.932253177547712530e-01,-7.251013940558367898e-02,-1.910197494919828876e-01,4.911029852422050812e-01,9.607522070121946034e-02,8.444518134017040545e-01
5.875785794734376122e-01,6.183691625630987065e-01,-1.440377762268967021e-01,-9.759533699130367168e-01,-1.725222961246395846e-03,-6.670373373118597404e-02,2.075154338053909475e-01
5.568159676260985291e-01,6.906186843567992950e-01,1.587552642421315163e-02,5.715177761202395734e-01,7.777683535526871417e-01,2.614944603300069503e-01,8.029134865123006490e-03
6.092285812311450943e-01,6.202509003203872107e-01,-2.027485994936357658e-02,-1.133598205973464085e-01,6.281743522429910076e-01,-2.924351925534979246e-01,7.120591214319457185e-01
5.470978007151463540e-01,5.287167099893426148e-01,-1.996594453716589723e-01,8.236968376571593975e-01,3.873107109464958286e-01,2.319124108829530642e-02,4.134925623956247076e-01
6.694234487333905470e-01,3.474893741713824813e-01,6.376381541346884396e-03,-9.226516721139872423e-01,3.102049044624038410e-01,-7.282220704332817429e-02,2.172181745482427706e-01
7.510663172652142228e-01,2.685774268100324380e-01,-2.532393041974755066e-02,9.668728005930243841e-01,-9.513122919411245992e-02,1.631182724795664507e-01,1.717540855080381401e-01
6.379668045565297652e-01,4.911545084921623006e-01,-1.310024368569051023e-01,9.630527574686374992e-01,-1.176601098192351647e-01,-1.430462925820272235e-01,1.955076547552972999e-01
4.856936005106934906e-01,6.166809871235289231e-01,-4.908814169991462806e-02,-7.858375418597993711e-01,-2.576805861518233765e-01,-5.491437125829914390e-01,1.204211619889507395e-01
7.625637426544962238e-01,1.489581703615484309e-01,-2.370917043301794258e-02,4.169371411628743362e-01,-6.433412130022176934e-01,6.380157854787075200e-01,7.218976001998561598e-02
7.523629193690857253e-01,3.494034919953428187e-01,-1.246114782185756518e-02,4.139385379905056728e-01,6.205547583590678151e-01,6.627042271247838290e-01,6.625546011559736714e-02
3.946397914136149376e-01,4.453334061599266702e-01,-3.157184730939598116e-02,9.694109187761545954e-01,5.805028809007129614e-02,-2.333188017074848408e-01,4.934542917024038050e-02
5.737943388471828943e-01,3.615770025297141421e-01,7.247478670885273977e-02,-4.243758910533640405e-01,8.287089088084267363e-01,2.634334562862414852e-01,2.524865573912681849e-01
3.498373142476117192e-01,6.009199635856039556e-01,3.975926442469084054e-02,-5.561301150713376940e-01,-1.421544166389690222e-01,-7.615571687191858841e-01,3.009021364383976938e-01
6.898312678231420803e-01,3.918067543283230703e-01,-2.013403025108917443e-02,9.543770644801644609e-01,3.830751994911499834e-03,2.951733268810170507e-01,4.497167143190171357e-02
4.769632322462172280e-01,6.903142832728025313e-01,-7.320007908306502831e-02,6.227568238149198132e-01,-6.183634141206030277e-01,-4.787116785683273035e-01,2.521418789920918876e-02
6.606923589743921577e-01,6.337843523254506062e-01,-4.504396926801744472e-02,-2.722743412129220442e-01,8.304937631443600754e-01,-3.115845366497430602e-01,3.729100012283844690e-01
5.574583782995252701e-01,4.998549078882319474e-01,-2.040671506176927608e-02,-9.523723306710039083e-01,2.558830047158752174e-01,1.108431333480316278e-01,1.233881333818301063e-01
6.536234639857867457e-01,3.318634999619139991e-01,-1.877527202715695009e-01,-8.088823521993284693e-01,-5.261919522543994088e-01,-2.131147238764855567e-01,1.530146533840284484e-01
5.712462379884619690e-01,4.136755900812013609e-01,-1.186423076269177285e-01,7.689284964466471806e-01,5.385656814649396606e-01,-1.281523106077493424e-01,3.198014374364174794e-01
5.419390513674943177e-01,4.375256472770252536e-01,8.062137220599632781e-02,-7.025747918492313282e-01,6.954868704925175615e-01,-1.894725271892383489e-02,1.494244840879152270e-01
5.194290672700917488e-01,6.216197074296148095e-01,-8.823050420542509487e-02,4.030771996038617910e-01,8.954884036652597246e-01,6.875375423528773400e-02,1.757902481342659973e-01
5.641711638327731038e-01,3.552489075652002226e-01,7.041945564575886884e-03,-5.499982527810216570e-01,-4.805101837082032534e-01,-2.101777039619930898e-01,6.499517043964088137e-01
5.966395276257513425e-01,2.626536485373943686e-01,-1.172656774787910056e-01,5.673737454283782622e-01,1.983816334883515831e-01,1.666439711971821613e-01,7.816402928180583576e-01
2.916657923074940650e-01,7.280525016301311325e-01,-1.277381796070208853e-01,8.244055676015443757e-01,-4.530342464765327870e-01,3.369605684263241030e-01,3.966115168237839550e-02
4.954475026194522513e-01,5.723312839008911634e-01,-1.054155716065003912e-01,-5.642819158018659298e-01,7.425168382597390204e-01,-3.239789805939650158e-01,1.590354819938899489e-01
6.835436546381387091e-01,3.215837267096025021e-01,-8.867977544834487746e-02,6.655622010842972003e-01,7.386460932960191572e-01,1.015279653788458275e-01,3.348100345610704326e-02
6.837681617806893319e-01,1.828049290706887098e-01,-1.664318476765541677e-01,-3.419255835941818478e-01,-8.682876814199448345e-01,-2.937013467378105647e-01,2.071301921559252357e-01
6.967653519797704087e-01,4.877520027997017671e-01,-5.442660559218344407e-02,1.377727460658638714e-01,9.127575527759980156e-01,-1.161632668337774926e-01,3.666038948652172724e-01
5.457813451030248952e-01,3.763551890940560751e-01,-1.380684071330423868e-01,-3.401515739236583014e-01,8.936329828483301485e-01,6.961923535193084711e-02,2.843767936943281671e-01
6.443472859968947253e-01,2.559370279256222847e-01,-2.157520633544540434e-01,-7.127910399732936275e-01,6.769512187767126044e-01,-6.640375784764792656e-03,1.833627174208300736e-01
5.216877012192048246e-01,5.123319580500035331e-01,2.455645696126202218e-02,6.827344091486846622e-01,3.032107338212257641e-01,5.219552263407253312e-01,4.117034359288153644e-01
6.454716103217451595e-01,4.291825354627977207e-01,-1.450150821825729186e-01,2.301239917500954857e-01,-8.597559171232188602e-01,4.524852680570339847e-01,5.585511242471988269e-02
6.475767787487874960e-01,3.762495525614877323e-01,-1.474376557860307135e-01,6.640132813119724586e-01,6.236929162192731413e-01,-9.819528579741719498e-02,4.005635958825632392e-01
4.002552086723261127e-01,4.360608633465057893e-01,-2.463414154749930807e-02,-4.777910612237278865e-01,8.660321286935550589e-01,1.406644610496945724e-01,4.378999066947949353e-02
6.005568153190649072e-01,4.951599837764986134e-01,-2.106187518239748258e-01,5.999177058143130292e-01,7.220555776783801338e-01,1.720218605221930097e-01,2.985681973963663083e-01
6.373842315902387146e-01,4.090708124429547343e-01,-8.985169271057229234e-02,-4.370848755701148280e-01,8.028144818516937953e-01,-3.294711088906359664e-01,2.364201930534450824e-01
6.901906991926970436e-01,2.533827309262946526e-01,3.558667911597122174e-02,4.360693819747174516e-02,8.006830480603223110e-01,-3.271176139332501731e-01,4.999991581437818189e-01
6.028452439298118692e-01,2.672246738741261285e-01,-1.985491484763118319e-01,-9.589961445055823486e-01,-2.644533407212069087e-01,-1.018891405120721794e-01,3.070578078035455724e-03
4.365792290539510789e-01,4.320354515062689305e-01,-9.946220550568471430e-02,-9.763078132045511781e-01,-1.263699193634316986e-01,7.742608056130176677e-03,1.754814787272836463e-01
5.316755412015473636e-01,5.187354707196991654e-01,-2.091426557818987231e-01,-1.657526385960390869e-01,8.347098329511688508e-01,-5.098548748916036377e-01,1.258314909804076065e-01
3.822573221487540751e-01,5.724951055428001423e-01,-1.831525887525626006e-01,1.420233565479170346e-01,-9.354472918615430732e-01,3.220966539027598219e-01,3.196053642208746687e-02
5.686256406936130992e-01,6.392942203038138871e-01,3.366793392932929119e-03,6.934568241276389822e-01,6.407694223762422370e-01,2.063583984331637533e-01,2.568041896358456144e-01
6.265114126255421079e-01,6.436278147712750641e-01,-2.114831168273285378e-01,-7.709775814943378713e-02,7.142743419192280063e-01,4.769622698954700812e-01,5.063349615228492917e-01
6.128375791879433487e-01,4.055979796227346390e-01,3.375500163138363263e-02,2.450115558821165385e-01,9.290824056941975329e-01,1.922190129680509396e-01,1.995672116538540208e-01
6.422380037556325583e-01,2.904763899666538141e-01,1.655933739261777893e-02,-4.531364308492735193e-01,-1.310866147199742371e-01,-6.220604547435105713e-01,6.249195669226040861e-01
4.147007359588710251e-01,5.233068111297405345e-01,6.177367572601674683e-02,2.499581985862327216e-01,9.619797253369448686e-01,1.055066375358990477e-01,3.137286145767499007e-02
5.988540203126742067e-01,4.089870269507677736e-01,9.700815893496472775e-03,1.481750842032665272e-01,9.235063221737043193e-01,-3.173707084354043806e-01,1.563843046912307688e-01
4.018823227279035293e-01,7.242300551907189243e-01,-2.458090093492285022e-02,-4.832123637885987200e-01,7.825416691237312428e-01,6.581281853184230146e-02,3.870439516176094052e-01
1.545400472867751174e-01,7.315221760442301990e-01,-1.193786332527379535e-01,-1.184464717726156080e-01,-9.137948787175982357e-01,3.621923186291876040e-01,1.405918819851172674e-01
6.305377808411293250e-01,3.107072787657144119e-01,-2.604316428026300090e-02,-7.689993114380907491e-01,3.697414483483433822e-01,-4.751261955120245073e-01,2.149102573617178713e-01
6.761970850057430482e-01,5.440217205142262591e-01,-6.063930048985835541e-02,-9.316014510742854915e-01,2.837260423029159817e-01,-1.579140906583978710e-01,1.633444496973702198e-01
5.580839335416757363e-01,3.501725984239946743e-01,-1.884642591354312446e-01,-8.334312083007682226e-01,-4.083642904354563563e-01,-2.612087549938680309e-01,2.653318933751115383e-01
7.262599327893293211e-01,5.016488508681116176e-01,1.733261377365591382e-02,-1.087472176933442919e-01,9.026775482697332320e-01,-2.353753913389323715e-01,3.434322519009307406e-01
5.054804953593512451e-01,5.576191844287973209e-01,-1.221757518671219567e-01,9.581547213597180201e-01,-2.382786300428409443e-01,1.556966403865490678e-01,3.035425132165623860e-02
2.042078729308976770e-01,6.150195578721987522e-01,-1.636025350004133294e-02,-5.241908290036620954e-01,6.799244111602830154e-01,2.590853340243180151e-03,5.127573084567051964e-01
6.125191333935812166e-01,3.069510932999588437e-01,-1.219351966062890841e-01,1.918176028125171961e-01,7.198013911635193773e-01,-6.008297994796273356e-01,2.899922698755802997e-01
6.717004963588621980e-01,3.336785160303783471e-01,2.895137710312429072e-02,5.760304766354262807e-01,-2.042769631929195751e-01,6.527221682550077286e-01,4.476757569539844828e-01
4.202167953717272364e-01,5.021866702782254999e-01,-1.591566299003143725e-01,-3.866070450129039382e-01,4.850808636280916630e-01,1.579387003707650450e-01,7.683013181125025737e-01
3.932494065537860406e-01,7.529138909598794838e-01,-1.257172979789260292e-01,-3.271168455020834198e-01,8.873060601902553746e-01,-2.915172384239334002e-01,1.438757263755666982e-01
3.541396517544824762e-01,6.295887148999663729e-01,-2.021283497769650328e-01,-6.650334531768608004e-01,5.912050788358544917e-01,-2.758542509552294186e-01,3.634714474952326912e-01
7.784020958344702867e-01,2.190629209964495283e-01,3.360981120914692186e-03,4.540229843171851853e-01,-5.725124435563675451e-01,6.814159908980602642e-01,4.201046337846703338e-02
2.603990992122246495e-01,7.256356179630978342e-01,-1.632738214419090506e-01,-9.875521716703004049e-01,1.114093773112228430e-01,-1.002767479286744284e-01,4.767843014674378460e-02
5.714564319353113708e-01,6.309810540897325959e-01,-1.424351120021093153e-01,6.852957247599752444e-01,5.603139990883055921e-01,3.754050662711799213e-01,2.747526674471070796e-01
4.954155921826142173e-01,4.912023404093498469e-01,-1.628048532546823648e-02,-6.747212526078264494e-01,4.182948102383874933e-01,-5.282187558277462447e-01,3.012733459812603209e-01
5.727814886078358425e-01,4.277456144268433347e-01,8.110357631565520697e-02,2.475663398557726158e-01,9.237181010732187225e-01,2.043188811265532479e-01,2.090683427381968551e-01
5.895917897446106837e-01,5.216857349497754370e-01,-2.656292402270360453e-02,-9.224057962987911585e-01,9.132274976403929878e-02,-3.289030984530093016e-01,1.806943667022803401e-01
3.661075830593498726e-01,5.148762479144849413e-01,-2.122513881011719450e-01,-5.290574621817258905e-01,-7.670597455812796506e-01,-1.054243003182635530e-01,3.472798083980966899e-01
6.484616532504566822e-01,6.008087723733761543e-01,-1.341836456159987145e-01,8.764436010997670445e-01,3.055625745639184085e-02,4.738466826751575600e-01,7.988898884873009421e-02
2.593776153182651978e-01,5.736507760474072182e-01,-1.291998089739249678e-01,-7.490434723691493657e-01,5.787668770878718894e-01,3.055888700107585731e-01,1.028504789131553937e-01
6.566581126599161378e-01,4.284295297277115333e-01,-3.634321737775883521e-02,-8.545947945497013309e-01,3.871066358926619766e-01,-8.512008462312416202e-02,3.355156639714039768e-01
6.309681375460330921e-01,3.550964256106264316e-01,-1.209209255917645109e-01,-9.345051356243019303e-01,-2.342978060203792512e-01,-2.084970979983651329e-01,1.683260220883855129e-01
3.272919150559725487e-01,6.082542073015007045e-01,-8.606343812471430044e-02,-2.451815830967592758e-01,6.974756316841141945e-01,-8.429754517153664750e-02,6.680626156245126346e-01
6.150477794420547983e-01,3.863393606994597884e-01,-4.462466285416917533e-02,3.563057213959163749e-01,8.406563208746058447e-01,1.947617354503503040e-01,3.583448750554064088e-01
4.894640426207902406e-01,6.639677030939129532e-01,-1.531905829392991580e-01,9.862889965460238662e-01,-1.538839972419075997e-01,-5.825174646527352118e-02,1.266746693836817705e-02
4.235542532713771346e-01,5.351064156543117178e-01,-1.602637727478049001e-01,2.329300144595047584e-01,8.828034300915040822e-01,1.816026027059132117e-02,4.075192230183433684e-01
4.116455955007157219e-01,5.507539243653796213e-01,-2.205758111064342608e-01,8.147116215913617898e-01,5.621557802982075636e-01,9.654653439106967994e-02,1.044251838320627429e-01
6.666050594016367237e-01,4.697219848393926478e-01,-2.836910303872811762e-02,-1.266066007035110130e-01,6.522242826645918701e-01,-3.180962283234970434e-01,6.763054363875289354e-01
7.075470800690035755e-01,4.508026515778658094e-01,-4.375599223555357020e-02,6.879450395919559647e-01,4.219042646230425908e-01,3.971801139591814023e-01,4.370084336361066968e-01
4.192947016184370712e-01,6.398608041993241180e-01,-1.112691529289171893e-01,-7.742941997167870349e-01,5.258296635066554980e-01,-2.785766071002373501e-01,2.153293552629020335e-01
5.431321627657972329e-01,4.192099281422627111e-01,1.566171390438502592e-02,6.035053908948625478e-01,-6.036313073595157563e-01,-5.209248984522439896e-01,6.909276974244652619e-03
3.316639436264004481e-01,6.355188686934595266e-01,-5.083340515916838498e-02,-6.393624347964738108e-01,2.698440025023629563e-01,5.538935104179710800e-01,4.600020330406013880e-01
2.695737740990326037e-01,5.962287157736541054e-01,-1.695727134891438226e-01,1.472892296456148609e-01,9.582013258843337100e-01,2.321745045569639232e-01,7.906390666819124169e-02
6.980116725146944257e-01,5.986291687680235230e-01,-3.006700874382442490e-02,4.741271464032547622e-01,2.522353240174755595e-01,6.730852885081052284e-01,5.084653230607431018e-01
6.142430691268705445e-01,5.298340728964286983e-01,-1.392354418261755877e-01,4.427935436832671767e-01,-8.364071026259232156e-01,-2.669435617973433539e-01,1.819290278220293267e-01
4.693508608850550101e-01,6.718225458216500190e-01,-6.634865221843810890e-02,-1.743224637095968921e-01,8.979246999492581649e-01,1.720438286047095144e-01,3.657100393840501118e-01
3.668696322462873805e-01,5.478844938112272800e-01,-7.689216100570542278e-02,-7.487720271200131172e-01,-6.043815060290794738e-01,2.698619476752201485e-01,3.518487984163621435e-02
2.894421100667766700e-01,6.627494062690593157e-01,-1.851324884396120529e-01,4.399325679946245460e-01,-7.777945923416125229e-01,-4.448019076877068878e-01,6.038352970107993545e-02
3.481622935179183864e-01,7.049173601554169499e-01,-2.083884156617443750e-01,-9.001311592927727645e-01,-2.373603400497647370e-02,-4.206347605502342990e-01,1.107560155333030677e-01
6.350843619372030791e-01,6.779960625966481302e-01,-1.517846500875669885e-02,-5.564657256573756205e-01,1.699828067336572324e-01,-2.015422671432324231e-01,7.879292202592339533e-01
2.552076288645146462e-01,5.630893228412282570e-01,-7.771260677538535666e-02,4.813816708137343969e-01,8.731186776811836747e-01,-5.987245396393982289e-02,4.848454336363608452e-02
6.573485814689452589e-01,5.129787343627315588e-01,-1.792952613613708612e-01,-8.644763743770257358e-01,1.053277601992968215e-01,-4.908991775034530214e-01,2.458980686450746439e-02
